"Notes"	"State"	"State Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Cardiac arrhythmia, unspecified"	"I49.9"	13	204588	6.4 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Other ill-defined and unspecified causes of mortality"	"R99"	15	204588	7.3 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	19	204588	9.3 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	204588	9.8
	"Alabama"	"01"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	37	204588	18.1
	"Alabama"	"01"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	20	204588	9.8
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	14	75570	18.5 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	17	75570	22.5 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	75570	19.8 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	43	75570	56.9
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	16	205339	7.8 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	10	205339	4.9 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Essential (primary) hypertension"	"I10"	10	205339	4.9 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	28	205339	13.6
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	11	205339	5.4 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	10	205339	4.9 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Cardiac arrest, unspecified"	"I46.9"	22	205339	10.7
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Other ill-defined and unspecified causes of mortality"	"R99"	15	205339	7.3 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	12	205339	5.8 (Unreliable)
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	47	205339	22.9
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	34	205339	16.6
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	56	205339	27.3
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	22	205339	10.7
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	35	205339	17.0
	"Alabama"	"01"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Assault by other and unspecified firearm discharge"	"X95"	21	205339	10.2
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Septicaemia, unspecified"	"A41.9"	17	89990	18.9 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	12	89990	13.3 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	17	89990	18.9 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	32	89990	35.6
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, without complications"	"E14.9"	15	89990	16.7 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Essential (primary) hypertension"	"I10"	12	89990	13.3 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Acute myocardial infarction, unspecified"	"I21.9"	16	89990	17.8 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Cardiac arrest, unspecified"	"I46.9"	24	89990	26.7
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Other ill-defined and unspecified causes of mortality"	"R99"	12	89990	13.3 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	31	232779	13.3
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	24	232779	10.3
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	14	232779	6.0 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	72	232779	30.9
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	52	232779	22.3
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	19	232779	8.2 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of ovary"	"C56"	14	232779	6.0 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	12	232779	5.2 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	21	232779	9.0
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	12	232779	5.2 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Essential (primary) hypertension"	"I10"	10	232779	4.3 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	46	232779	19.8
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	11	232779	4.7 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	13	232779	5.6 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Cardiac arrest, unspecified"	"I46.9"	62	232779	26.6
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Cardiac arrhythmia, unspecified"	"I49.9"	13	232779	5.6 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Congestive heart failure"	"I50.0"	17	232779	7.3 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Heart disease, unspecified"	"I51.9"	10	232779	4.3 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	13	232779	5.6 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	16	232779	6.9 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	47	232779	20.2
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Alcoholic cirrhosis of liver"	"K70.3"	11	232779	4.7 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified cirrhosis of liver"	"K74.6"	37	232779	15.9
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Other ill-defined and unspecified causes of mortality"	"R99"	16	232779	6.9 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	16	232779	6.9 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	232779	6.0 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	38	232779	16.3
	"Alabama"	"01"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	17	232779	7.3 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Septicaemia, unspecified"	"A41.9"	12	73771	16.3 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	10	73771	13.6 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	11	73771	14.9 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	20	73771	27.1
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, without complications"	"E14.9"	20	73771	27.1
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Essential (primary) hypertension"	"I10"	10	73771	13.6 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	10	73771	13.6 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Acute myocardial infarction, unspecified"	"I21.9"	28	73771	38.0
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Atherosclerotic heart disease"	"I25.1"	20	73771	27.1
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Cardiac arrest, unspecified"	"I46.9"	33	73771	44.7
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Congestive heart failure"	"I50.0"	12	73771	16.3 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Stroke, not specified as haemorrhage or infarction"	"I64"	11	73771	14.9 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Other ill-defined and unspecified causes of mortality"	"R99"	10	73771	13.6 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	16	73771	21.7 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	14	73771	19.0 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	22	231901	9.5
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	15	231901	6.5 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	26	231901	11.2
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	30	231901	12.9
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	75	231901	32.3
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	17	231901	7.3 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	15	231901	6.5 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	25	231901	10.8
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	12	231901	5.2 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Essential (primary) hypertension"	"I10"	19	231901	8.2 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	14	231901	6.0 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	101	231901	43.6
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	38	231901	16.4
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	39	231901	16.8
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	13	231901	5.6 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Sudden cardiac death, so described"	"I46.1"	21	231901	9.1
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Cardiac arrest, unspecified"	"I46.9"	91	231901	39.2
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Cardiac arrhythmia, unspecified"	"I49.9"	22	231901	9.5
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Congestive heart failure"	"I50.0"	16	231901	6.9 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	21	231901	9.1
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	16	231901	6.9 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	39	231901	16.8
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Alcoholic cirrhosis of liver"	"K70.3"	32	231901	13.8
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Other and unspecified cirrhosis of liver"	"K74.6"	42	231901	18.1
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Acute pancreatitis, unspecified"	"K85.9"	10	231901	4.3 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	10	231901	4.3 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Chronic kidney disease, stage 5"	"N18.5"	13	231901	5.6 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Other ill-defined and unspecified causes of mortality"	"R99"	21	231901	9.1
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	13	231901	5.6 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	34	231901	14.7
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	231901	8.2 (Unreliable)
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	231901	12.1
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	21	231901	9.1
	"Alabama"	"01"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by handgun discharge"	"X72"	14	231901	6.0 (Unreliable)
