"Notes"	"State"	"State Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Septicaemia, unspecified"	"A41.9"	11	97967	11.2 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	24	97967	24.5
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	45	97967	45.9
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, without complications"	"E14.9"	14	97967	14.3 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	14	97967	14.3 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Acute myocardial infarction, unspecified"	"I21.9"	24	97967	24.5
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	14	97967	14.3 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Congestive heart failure"	"I50.0"	12	97967	12.2 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Stroke, not specified as haemorrhage or infarction"	"I64"	13	97967	13.3 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	97967	11.2 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	97967	10.2 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	10	197259	5.1 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	12	197259	6.1 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	46	197259	23.3
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	38	197259	19.3
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	10	197259	5.1 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	17	197259	8.6 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	21	197259	10.6
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	21	197259	10.6
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	14	197259	7.1 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	21	197259	10.6
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	197259	8.6 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	51	197259	25.9
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	12	197259	6.1 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Septicaemia, unspecified"	"A41.9"	13	83279	15.6 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	13	83279	15.6 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	20	83279	24.0
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	11	83279	13.2 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	37	83279	44.4
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, without complications"	"E14.9"	17	83279	20.4 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	31	83279	37.2
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Acute myocardial infarction, unspecified"	"I21.9"	46	83279	55.2
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	45	83279	54.0
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Atherosclerotic heart disease"	"I25.1"	32	83279	38.4
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Congestive heart failure"	"I50.0"	11	83279	13.2 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Stroke, not specified as haemorrhage or infarction"	"I64"	14	83279	16.8 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Chronic kidney disease, stage 5"	"N18.5"	21	83279	25.2
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	83279	15.6 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	83279	26.4
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	83279	16.8 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	23	83279	27.6
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	15	196394	7.6 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Chronic viral hepatitis C"	"B18.2"	12	196394	6.1 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	18	196394	9.2 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	26	196394	13.2
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	16	196394	8.1 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	64	196394	32.6
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	12	196394	6.1 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	26	196394	13.2
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Obesity, unspecified"	"E66.9"	10	196394	5.1 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	29	196394	14.8
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	79	196394	40.2
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	45	196394	22.9
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	41	196394	20.9
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	11	196394	5.6 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	18	196394	9.2 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Alcoholic cirrhosis of liver"	"K70.3"	27	196394	13.7
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Other and unspecified cirrhosis of liver"	"K74.6"	23	196394	11.7
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	11	196394	5.6 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	25	196394	12.7
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	28	196394	14.3
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	59	196394	30.0
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	17	196394	8.7 (Unreliable)
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	42	196394	21.4
	"Louisiana"	"22"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Assault by other and unspecified firearm discharge"	"X95"	13	196394	6.6 (Unreliable)
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Septicaemia, unspecified"	"A41.9"	38	97132	39.1
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	13	97132	13.4 (Unreliable)
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	33	97132	34.0
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	16	97132	16.5 (Unreliable)
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	67	97132	69.0
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	53	97132	54.6
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Endometrium - Malignant neoplasms"	"C54.1"	10	97132	10.3 (Unreliable)
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Malignant neoplasm of ovary"	"C56"	14	97132	14.4 (Unreliable)
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	14	97132	14.4 (Unreliable)
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, without complications"	"E14.9"	26	97132	26.8
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	15	97132	15.4 (Unreliable)
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	24	97132	24.7
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Acute myocardial infarction, unspecified"	"I21.9"	36	97132	37.1
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	34	97132	35.0
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic heart disease"	"I25.1"	33	97132	34.0
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Congestive heart failure"	"I50.0"	43	97132	44.3
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Stroke, not specified as haemorrhage or infarction"	"I64"	20	97132	20.6
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	35	97132	36.0
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Chronic kidney disease, stage 5"	"N18.5"	24	97132	24.7
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	97132	10.3 (Unreliable)
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	43	209327	20.5
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	31	209327	14.8
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	42	209327	20.1
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	156	209327	74.5
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	86	209327	41.1
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	10	209327	4.8 (Unreliable)
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of uterus, part unspecified"	"C55"	10	209327	4.8 (Unreliable)
	"Louisiana"	"22"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of ovary"	"C56"	18	209327	8.6 (Unreliable)
