"Notes"	"State"	"State Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Vermont"	"50"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	10	46333	21.6 (Unreliable)
	"Vermont"	"50"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	14	46333	30.2 (Unreliable)
	"Vermont"	"50"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	66	46333	142.4
	"Vermont"	"50"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	46333	25.9 (Unreliable)
	"Vermont"	"50"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"Alcoholic cirrhosis of liver"	"K70.3"	11	46333	23.7 (Unreliable)
	"Vermont"	"50"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by handgun discharge"	"X72"	10	46333	21.6 (Unreliable)
	"Vermont"	"50"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	55	34234	160.7
	"Vermont"	"50"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	15	34234	43.8 (Unreliable)
	"Vermont"	"50"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of ovary"	"C56"	11	34234	32.1 (Unreliable)
	"Vermont"	"50"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	28	34234	81.8
	"Vermont"	"50"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	12	34234	35.1 (Unreliable)
	"Vermont"	"50"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	28	34234	81.8
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	12	32393	37.0 (Unreliable)
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	10	32393	30.9 (Unreliable)
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	17	32393	52.5 (Unreliable)
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	55	32393	169.8
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of prostate"	"C61"	15	32393	46.3 (Unreliable)
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	11	32393	34.0 (Unreliable)
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	11	32393	34.0 (Unreliable)
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	18	32393	55.6 (Unreliable)
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	60	32393	185.2
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	32	32393	98.8
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	28	32393	86.4
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	15	16898	88.8 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	19	16898	112.4 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	47	16898	278.1
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	16898	59.2 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Unspecified dementia"	"F03"	29	16898	171.6
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Parkinson disease"	"G20"	13	16898	76.9 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	33	16898	195.3
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	29	16898	171.6
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	39	16898	230.8
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	28	16898	165.7
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	12	16898	71.0 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	30	16898	177.5
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"Other fall on same level"	"W18"	12	16898	71.0 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	10	13688	73.1 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	11	13688	80.4 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	48	13688	350.7
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of prostate"	"C61"	21	13688	153.4
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	11	13688	80.4 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	12	13688	87.7 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Unspecified dementia"	"F03"	19	13688	138.8 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Parkinson disease"	"G20"	16	13688	116.9 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	33	13688	241.1
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	21	13688	153.4
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	56	13688	409.1
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	47	13688	343.4
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	13	13688	95.0 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	13	13688	95.0 (Unreliable)
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	26	13688	189.9
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"Other fall on same level"	"W18"	11	13688	80.4 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	11	9347	117.7 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	27	9347	288.9
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	12	9347	128.4 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	13	9347	139.1 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Vascular dementia, unspecified"	"F01.9"	35	9347	374.5
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Unspecified dementia"	"F03"	109	9347	1166.1
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Parkinson disease"	"G20"	16	9347	171.2 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	164	9347	1754.6
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Essential (primary) hypertension"	"I10"	21	9347	224.7
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	26	9347	278.2
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	14	9347	149.8 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Hypertensive renal disease with renal failure"	"I12.0"	12	9347	128.4 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	31	9347	331.7
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	48	9347	513.5
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	75	9347	802.4
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Aortic (valve) stenosis"	"I35.0"	30	9347	321.0
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Atrial fibrillation and flutter"	"I48"	34	9347	363.8
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Congestive heart failure"	"I50.0"	22	9347	235.4
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	43	9347	460.0
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	11	9347	117.7 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	15	9347	160.5 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	16	9347	171.2 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	30	9347	321.0
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Senility"	"R54"	10	9347	107.0 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Other fall on same level"	"W18"	36	9347	385.2
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	20	4767	419.6
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of prostate"	"C61"	33	4767	692.3
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	10	4767	209.8 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Vascular dementia, unspecified"	"F01.9"	15	4767	314.7 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Unspecified dementia"	"F03"	37	4767	776.2
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Parkinson disease"	"G20"	23	4767	482.5
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	50	4767	1048.9
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Hypertensive renal disease with renal failure"	"I12.0"	10	4767	209.8 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	23	4767	482.5
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	46	4767	965.0
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	77	4767	1615.3
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Aortic (valve) stenosis"	"I35.0"	16	4767	335.6 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Atrial fibrillation and flutter"	"I48"	12	4767	251.7 (Unreliable)
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	20	4767	419.6
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	27	4767	566.4
	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Other fall on same level"	"W18"	11	4767	230.8 (Unreliable)
	"Virginia"	"51"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Extreme immaturity"	"P07.2"	16	12270	130.4 (Unreliable)
	"Virginia"	"51"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Sudden infant death syndrome - SIDS"	"R95"	10	12270	81.5 (Unreliable)
	"Virginia"	"51"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"Extreme immaturity"	"P07.2"	15	33015	45.4 (Unreliable)
	"Virginia"	"51"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"Sudden infant death syndrome - SIDS"	"R95"	21	33015	63.6
	"Virginia"	"51"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Extreme immaturity"	"P07.2"	26	12906	201.5
	"Virginia"	"51"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Sudden infant death syndrome - SIDS"	"R95"	21	12906	162.7
	"Virginia"	"51"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Extreme immaturity"	"P07.2"	16	34629	46.2 (Unreliable)
	"Virginia"	"51"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Sudden infant death syndrome - SIDS"	"R95"	19	34629	54.9 (Unreliable)
	"Virginia"	"51"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Other ill-defined and unspecified causes of mortality"	"R99"	15	34629	43.3 (Unreliable)
	"Virginia"	"51"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by handgun discharge"	"X93"	11	64043	17.2 (Unreliable)
	"Virginia"	"51"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	14	64043	21.9 (Unreliable)
	"Virginia"	"51"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	18	190887	9.4 (Unreliable)
	"Virginia"	"51"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	190887	5.2 (Unreliable)
	"Virginia"	"51"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	192023	5.7 (Unreliable)
	"Virginia"	"51"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	192023	6.8 (Unreliable)
	"Virginia"	"51"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	72104	18.0 (Unreliable)
	"Virginia"	"51"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by handgun discharge"	"X93"	32	72104	44.4
	"Virginia"	"51"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	37	72104	51.3
	"Virginia"	"51"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	20	211068	9.5
	"Virginia"	"51"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	46	211068	21.8
	"Virginia"	"51"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	211068	11.4
	"Virginia"	"51"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	20	211068	9.5
	"Virginia"	"51"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by handgun discharge"	"X72"	21	211068	9.9
	"Virginia"	"51"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	395771	3.3 (Unreliable)
	"Virginia"	"51"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	55	395771	13.9
	"Virginia"	"51"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	395771	6.1
	"Virginia"	"51"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	13	395771	3.3 (Unreliable)
	"Virginia"	"51"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by handgun discharge"	"X72"	10	395771	2.5 (Unreliable)
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	126932	8.7 (Unreliable)
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	126932	21.3
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	126932	7.9 (Unreliable)
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Intentional self-harm by handgun discharge"	"X72"	10	126932	7.9 (Unreliable)
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by handgun discharge"	"X93"	25	126932	19.7
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	34	126932	26.8
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	34	412467	8.2
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	14	412467	3.4 (Unreliable)
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	159	412467	38.5
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	64	412467	15.5
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	34	412467	8.2
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by handgun discharge"	"X72"	34	412467	8.2
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	21	412467	5.1
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	14	113734	12.3 (Unreliable)
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	113734	11.4 (Unreliable)
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	25	372739	6.7
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	12	372739	3.2 (Unreliable)
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	372739	3.5 (Unreliable)
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	12	372739	3.2 (Unreliable)
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	53	372739	14.2
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	35	372739	9.4
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	11	372739	3.0 (Unreliable)
	"Virginia"	"51"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	104512	12.4 (Unreliable)
	"Virginia"	"51"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	104512	25.8
	"Virginia"	"51"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by handgun discharge"	"X93"	13	104512	12.4 (Unreliable)
	"Virginia"	"51"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	29	104512	27.7
	"Virginia"	"51"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	11	381684	2.9 (Unreliable)
