"Notes"	"State"	"State Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	11	26415	41.6 (Unreliable)
	"Florida"	"12"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Sudden infant death syndrome - SIDS"	"R95"	14	26415	53.0 (Unreliable)
	"Florida"	"12"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other ill-defined and unspecified causes of mortality"	"R99"	10	26415	37.9 (Unreliable)
	"Florida"	"12"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental suffocation and strangulation in bed"	"W75"	23	26415	87.1
	"Florida"	"12"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Newborn affected by incompetent cervix"	"P01.0"	10	83400	12.0 (Unreliable)
	"Florida"	"12"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Newborn affected by premature rupture of membranes"	"P01.1"	12	83400	14.4 (Unreliable)
	"Florida"	"12"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Extreme immaturity"	"P07.2"	37	83400	44.4
	"Florida"	"12"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Other preterm infants"	"P07.3"	16	83400	19.2 (Unreliable)
	"Florida"	"12"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	11	83400	13.2 (Unreliable)
	"Florida"	"12"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Congenital malformation of heart, unspecified"	"Q24.9"	13	83400	15.6 (Unreliable)
	"Florida"	"12"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Sudden infant death syndrome - SIDS"	"R95"	15	83400	18.0 (Unreliable)
	"Florida"	"12"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Accidental suffocation and strangulation in bed"	"W75"	33	83400	39.6
	"Florida"	"12"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"Drowning and submersion while in swimming-pool"	"W67"	13	330260	3.9 (Unreliable)
	"Florida"	"12"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	421835	3.1 (Unreliable)
	"Florida"	"12"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	421835	2.4 (Unreliable)
	"Florida"	"12"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	76	138957	54.7
	"Florida"	"12"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	18	446057	4.0 (Unreliable)
	"Florida"	"12"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	446057	2.5 (Unreliable)
	"Florida"	"12"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	446057	3.8 (Unreliable)
	"Florida"	"12"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	21	446057	4.7
	"Florida"	"12"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	10	446057	2.2 (Unreliable)
	"Florida"	"12"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"Assault by other and unspecified firearm discharge"	"X95"	22	446057	4.9
	"Florida"	"12"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	14	145583	9.6 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	15	448271	3.3 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	15	448271	3.3 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	37	448271	8.3
	"Florida"	"12"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	37	448271	8.3
	"Florida"	"12"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	448271	2.2 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	149626	7.4 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by handgun discharge"	"X93"	12	149626	8.0 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	95	149626	63.5
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	17	474947	3.6 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	20	474947	4.2
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	13	474947	2.7 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	16	474947	3.4 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	14	474947	2.9 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	39	474947	8.2
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Drowning and submersion while in natural water"	"W69"	10	474947	2.1 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	101	474947	21.3
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	87	474947	18.3
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	31	474947	6.5
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by handgun discharge"	"X72"	20	474947	4.2
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	12	474947	2.5 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	25	474947	5.3
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Assault by handgun discharge"	"X93"	11	474947	2.3 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Assault by other and unspecified firearm discharge"	"X95"	32	474947	6.7
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	12	284205	4.2 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	11	284205	3.9 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	19	977600	1.9 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	11	977600	1.1 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	22	977600	2.3
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	20	977600	2.0
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	21	977600	2.1
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	135	977600	13.8
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	141	977600	14.4
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	12	977600	1.2 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	19	977600	1.9 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	24	977600	2.5
	"Florida"	"12"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"Assault by other and unspecified firearm discharge"	"X95"	19	977600	1.9 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	11	273667	4.0 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	23	273667	8.4
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	28	273667	10.2
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	273667	10.2
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	14	273667	5.1 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	16	273667	5.8 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by handgun discharge"	"X93"	19	273667	6.9 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	142	273667	51.9
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	11	1021746	1.1 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	10	1021746	1.0 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	10	1021746	1.0 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	15	1021746	1.5 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	11	1021746	1.1 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	19	1021746	1.9 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Alcoholic cirrhosis of liver"	"K70.3"	12	1021746	1.2 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Other ill-defined and unspecified causes of mortality"	"R99"	16	1021746	1.6 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	22	1021746	2.2
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	18	1021746	1.8 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	38	1021746	3.7
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident"	"V27.4"	13	1021746	1.3 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	24	1021746	2.3
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	21	1021746	2.1
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	23	1021746	2.3
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	12	1021746	1.2 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	12	1021746	1.2 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	50	1021746	4.9
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Drowning and submersion while in natural water"	"W69"	13	1021746	1.3 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	15	1021746	1.5 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	469	1021746	45.9
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	313	1021746	30.6
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to alcohol"	"X45"	13	1021746	1.3 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	88	1021746	8.6
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by handgun discharge"	"X72"	44	1021746	4.3
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	19	1021746	1.9 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	83	1021746	8.1
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by jumping from a high place"	"X80"	14	1021746	1.4 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Assault by handgun discharge"	"X93"	15	1021746	1.5 (Unreliable)
	"Florida"	"12"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Assault by other and unspecified firearm discharge"	"X95"	100	1021746	9.8
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"HIV disease resulting in other specified conditions"	"B23.8"	10	243612	4.1 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	15	243612	6.2 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	11	243612	4.5 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	43	243612	17.7
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	24	243612	9.9
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Acute myocardial infarction, unspecified"	"I21.9"	13	243612	5.3 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Chronic kidney disease, stage 5"	"N18.5"	11	243612	4.5 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	243612	5.7 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	243612	4.9 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	13	243612	5.3 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	10	935313	1.1 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	30	935313	3.2
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	15	935313	1.6 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	69	935313	7.4
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	25	935313	2.7
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of ovary"	"C56"	17	935313	1.8 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	11	935313	1.2 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	12	935313	1.3 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	12	935313	1.3 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	11	935313	1.2 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	10	935313	1.1 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	15	935313	1.6 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	10	935313	1.1 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	19	935313	2.0 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	14	935313	1.5 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	12	935313	1.3 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Alcoholic cirrhosis of liver"	"K70.3"	21	935313	2.2
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified cirrhosis of liver"	"K74.6"	10	935313	1.1 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Chronic kidney disease, stage 5"	"N18.5"	10	935313	1.1 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Other ill-defined and unspecified causes of mortality"	"R99"	12	935313	1.3 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	12	935313	1.3 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	11	935313	1.2 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	12	935313	1.3 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	120	935313	12.8
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	149	935313	15.9
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	11	935313	1.2 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	18	935313	1.9 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	31	935313	3.3
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by handgun discharge"	"X72"	19	935313	2.0 (Unreliable)
	"Florida"	"12"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	25	935313	2.7
