"Notes"	"State"	"State Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Oklahoma"	"40"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Alcoholic cirrhosis of liver"	"K70.3"	45	191495	23.5
	"Oklahoma"	"40"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Other and unspecified cirrhosis of liver"	"K74.6"	12	191495	6.3 (Unreliable)
	"Oklahoma"	"40"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	16	191495	8.4 (Unreliable)
	"Oklahoma"	"40"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	21	191495	11.0
	"Oklahoma"	"40"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	33	191495	17.2
	"Oklahoma"	"40"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	191495	9.4 (Unreliable)
	"Oklahoma"	"40"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	25	191495	13.1
	"Oklahoma"	"40"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to alcohol"	"X45"	10	191495	5.2 (Unreliable)
	"Oklahoma"	"40"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	21	191495	11.0
	"Oklahoma"	"40"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by handgun discharge"	"X72"	48	191495	25.1
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	24	21092	113.8
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	15	21092	71.1 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	14	21092	66.4 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	16	18033	88.7 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	13	18033	72.1 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	15	18033	83.2 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	18	18033	99.8 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic heart disease"	"I25.1"	11	18033	61.0 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	15	207997	7.2 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Chronic viral hepatitis C"	"B18.2"	23	207997	11.1
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	35	207997	16.8
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	32	207997	15.4
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	181	207997	87.0
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	98	207997	47.1
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	10	207997	4.8 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Endometrium - Malignant neoplasms"	"C54.1"	15	207997	7.2 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of uterus, part unspecified"	"C55"	10	207997	4.8 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of ovary"	"C56"	37	207997	17.8
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	11	207997	5.3 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	23	207997	11.1
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	27	207997	13.0
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	10	207997	4.8 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	17	207997	8.2 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	36	207997	17.3
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Motor neuron disease"	"G12.2"	11	207997	5.3 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	15	207997	7.2 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Multiple sclerosis"	"G35"	12	207997	5.8 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	87	207997	41.8
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	10	207997	4.8 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	27	207997	13.0
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	153	207997	73.6
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	46	207997	22.1
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Cardiac arrhythmia, unspecified"	"I49.9"	14	207997	6.7 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Congestive heart failure"	"I50.0"	13	207997	6.3 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	33	207997	15.9
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	16	207997	7.7 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	30	207997	14.4
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	10	207997	4.8 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	149	207997	71.6
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Vascular disorder of intestine, unspecified"	"K55.9"	10	207997	4.8 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Alcoholic cirrhosis of liver"	"K70.3"	27	207997	13.0
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified cirrhosis of liver"	"K74.6"	28	207997	13.5
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	10	207997	4.8 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	10	207997	4.8 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Chronic kidney disease, stage 5"	"N18.5"	13	207997	6.3 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Unspecified fall"	"W19"	13	207997	6.3 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	207997	9.6
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	207997	9.6
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by handgun discharge"	"X72"	11	207997	5.3 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	11	18483	59.5 (Unreliable)
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	31	18483	167.7
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	23	18483	124.4
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	21	18483	113.6
	"Oklahoma"	"40"	"55-64 years"	"55-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Atherosclerotic heart disease"	"I25.1"	10	18483	54.1 (Unreliable)
